epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,11789.8,0.62997,0.56238,1.0467,0.96637,0.97074,0.98112,0.77425,0.86548,0.43773,1.20802,2.79496e-05,2.79496e-05,2.79496e-05
178,11856.8,0.63007,0.55414,1.04167,0.96841,0.96858,0.98078,0.77376,0.86601,0.43887,1.2095,2.68754e-05,2.68754e-05,2.68754e-05
179,11924.2,0.62196,0.56148,1.03975,0.96778,0.97085,0.98065,0.77374,0.86795,0.44015,1.21124,2.58013e-05,2.58013e-05,2.58013e-05
180,11991.2,0.62896,0.56283,1.04456,0.96508,0.97315,0.98056,0.77301,0.86766,0.44059,1.212,2.47271e-05,2.47271e-05,2.47271e-05
181,12059.2,0.62186,0.55141,1.03959,0.96342,0.97279,0.98053,0.77345,0.86892,0.43932,1.21305,2.3653e-05,2.3653e-05,2.3653e-05
182,12126.8,0.63712,0.5671,1.04811,0.96313,0.97187,0.98066,0.77266,0.87052,0.43959,1.21508,2.25788e-05,2.25788e-05,2.25788e-05
183,12194.3,0.60673,0.53572,1.03435,0.95822,0.9766,0.98039,0.77318,0.87073,0.43948,1.21674,2.15047e-05,2.15047e-05,2.15047e-05
184,12261.8,0.61477,0.54639,1.04094,0.96863,0.967,0.98064,0.77322,0.87137,0.43801,1.21802,2.04305e-05,2.04305e-05,2.04305e-05
185,12329.4,0.62056,0.55451,1.04069,0.96225,0.97325,0.98146,0.77323,0.87294,0.43625,1.21993,1.93564e-05,1.93564e-05,1.93564e-05
186,12397.1,0.62063,0.55341,1.03947,0.96626,0.96826,0.98097,0.77301,0.87334,0.43591,1.21971,1.82822e-05,1.82822e-05,1.82822e-05
187,12465.4,0.6096,0.54918,1.03073,0.96234,0.97229,0.98082,0.77334,0.8712,0.43556,1.21692,1.72081e-05,1.72081e-05,1.72081e-05
188,12533.4,0.61411,0.53803,1.03537,0.96837,0.97042,0.98119,0.77294,0.87117,0.43556,1.21744,1.61339e-05,1.61339e-05,1.61339e-05
189,12601.1,0.6172,0.54146,1.03799,0.96949,0.96993,0.98122,0.7724,0.8694,0.4346,1.21575,1.50598e-05,1.50598e-05,1.50598e-05
190,12668.9,0.60886,0.55201,1.03136,0.96873,0.97071,0.98112,0.77319,0.87017,0.43607,1.21614,1.39857e-05,1.39857e-05,1.39857e-05
191,12735.6,0.52521,0.33377,0.99333,0.96816,0.96674,0.98041,0.77272,0.87196,0.43602,1.22049,1.29115e-05,1.29115e-05,1.29115e-05
192,12801.2,0.50868,0.32054,0.9836,0.95826,0.97416,0.9811,0.7728,0.87217,0.43778,1.222,1.18374e-05,1.18374e-05,1.18374e-05
193,12866.3,0.51027,0.31633,0.97879,0.96178,0.96932,0.98131,0.77181,0.87088,0.43923,1.22315,1.07632e-05,1.07632e-05,1.07632e-05
194,12931.7,0.50179,0.31893,0.98061,0.96044,0.96846,0.98096,0.77227,0.86992,0.4393,1.22311,9.68905e-06,9.68905e-06,9.68905e-06
195,12996.9,0.49906,0.3141,0.97891,0.96701,0.96356,0.98123,0.77262,0.87007,0.43997,1.22376,8.6149e-06,8.6149e-06,8.6149e-06
196,13061.9,0.49635,0.31493,0.97963,0.96425,0.96549,0.98114,0.77338,0.87056,0.44025,1.22431,7.54075e-06,7.54075e-06,7.54075e-06
197,13127.3,0.49523,0.3093,0.98107,0.96461,0.96622,0.981,0.77407,0.87029,0.44045,1.22412,6.4666e-06,6.4666e-06,6.4666e-06
198,13192.3,0.49637,0.3101,0.97711,0.96645,0.96488,0.98142,0.7747,0.87048,0.44034,1.22404,5.39245e-06,5.39245e-06,5.39245e-06
199,13257.3,0.4887,0.30799,0.97016,0.96684,0.96472,0.98111,0.77497,0.87103,0.44019,1.22439,4.3183e-06,4.3183e-06,4.3183e-06
200,13322.8,0.49414,0.30836,0.9745,0.96842,0.96377,0.98126,0.77493,0.87093,0.43925,1.22392,3.24415e-06,3.24415e-06,3.24415e-06
